Date,Store,Category,Sales
2019-06-08,Mumbai,Furniture,1901
2019-06-09,Chennai,Clothing,1272
2019-06-10,Hyderabad,Electronics,1611
2019-06-11,Hyderabad,Clothing,2192
2019-06-12,Bangalore,Furniture,2241
2019-06-13,Bangalore,Groceries,1448
2019-06-15,Chennai,Electronics,2321
2019-06-16,Delhi,Electronics,1784
2019-06-17,Bangalore,Clothing,1966
2019-06-18,Chennai,Clothing,2432
2019-06-21,Delhi,Electronics,1952
2019-06-22,Bangalore,Groceries,2556
2019-06-26,Chennai,Groceries,2161
2019-06-28,Chennai,Clothing,1678
2019-06-29,Delhi,Furniture,2205
2019-06-30,Chennai,Clothing,1954
2019-07-01,Hyderabad,Groceries,1757
2019-07-03,Chennai,Groceries,1630
2019-07-04,Bangalore,Clothing,1440
2019-07-05,Bangalore,Furniture,1426
2019-07-06,Chennai,Electronics,1863
2019-07-09,Delhi,Furniture,2403
2019-07-10,Hyderabad,Groceries,1412
2019-07-11,Chennai,Furniture,2077
2019-07-12,Mumbai,Groceries,1307
2019-07-13,Hyderabad,Groceries,1886
2019-07-14,Chennai,Groceries,1674
2019-07-15,Mumbai,Furniture,1561
2019-07-16,Chennai,Furniture,1809
2019-07-17,Delhi,Groceries,1768
2019-07-18,Bangalore,Electronics,1506
2019-07-19,Chennai,Electronics,1492
2019-07-21,Chennai,Clothing,1841
2019-07-24,Chennai,Electronics,1927
2019-07-25,Hyderabad,Furniture,1812
2019-07-26,Hyderabad,Clothing,1533
2019-07-27,Chennai,Furniture,2022
2019-07-28,Bangalore,Furniture,1627
2019-07-29,Chennai,Furniture,1349
2019-07-30,Hyderabad,Electronics,1664
2019-07-31,Delhi,Groceries,1926
2019-08-01,Chennai,Furniture,1364
2019-08-02,Chennai,Electronics,1830
2019-08-03,Chennai,Electronics,1335
2019-08-04,Chennai,Electronics,1376
2019-08-05,Mumbai,Groceries,1253
2019-08-08,Hyderabad,Groceries,1273
2019-08-09,Mumbai,Clothing,1448
2019-08-11,Bangalore,Groceries,1800
2019-08-12,Chennai,Groceries,1515
2019-08-16,Bangalore,Clothing,1172
2019-08-17,Chennai,Furniture,1804
2019-08-18,Mumbai,Electronics,1692
2019-08-19,Chennai,Furniture,1674
2019-08-20,Bangalore,Electronics,785
2019-08-22,Bangalore,Groceries,1357
2019-08-25,Chennai,Groceries,1229
2019-08-27,Bangalore,Electronics,1796
2019-08-28,Bangalore,Electronics,1771
2019-08-29,Hyderabad,Furniture,1525
2019-08-30,Hyderabad,Groceries,2166
2019-08-31,Delhi,Electronics,1908
2019-09-03,Mumbai,Furniture,1901
2019-09-05,Mumbai,Clothing,1076
2019-09-06,Bangalore,Clothing,1825
2019-09-07,Chennai,Electronics,1453
2019-09-08,Mumbai,Clothing,1241
2019-09-09,Bangalore,Groceries,906
2019-09-10,Chennai,Electronics,1419
2019-09-11,Chennai,Clothing,1496
2019-09-13,Bangalore,Electronics,1787
2019-09-14,Delhi,Furniture,1325
2019-09-15,Chennai,Electronics,1616
2019-09-16,Bangalore,Electronics,1747
2019-09-17,Chennai,Clothing,1525
2019-09-18,Mumbai,Groceries,1323
2019-09-20,Hyderabad,Clothing,1615
2019-09-21,Bangalore,Groceries,1623
2019-09-22,Bangalore,Electronics,1412
2019-09-23,Chennai,Furniture,714
2019-09-24,Bangalore,Electronics,1112
2019-09-25,Chennai,Electronics,1685
2019-09-26,Bangalore,Furniture,860
2019-09-27,Chennai,Clothing,1855
2019-09-28,Bangalore,Electronics,1810
2019-09-29,Delhi,Electronics,1512
2019-10-02,Delhi,Electronics,1531
2019-10-03,Delhi,Groceries,1154
2019-10-04,Delhi,Clothing,1857
2019-10-05,Mumbai,Electronics,1989
2019-10-06,Hyderabad,Electronics,1204
2019-10-07,Mumbai,Furniture,1143
2019-10-08,Bangalore,Furniture,1525
2019-10-09,Bangalore,Furniture,1379
2019-10-10,Hyderabad,Electronics,1610
2019-10-11,Hyderabad,Electronics,1929
2019-10-12,Hyderabad,Furniture,893
2019-10-13,Delhi,Groceries,2041
2019-10-14,Mumbai,Groceries,1444
2019-10-15,Bangalore,Groceries,1720
2019-10-16,Mumbai,Groceries,1752
2019-10-17,Mumbai,Clothing,1787
2019-10-19,Hyderabad,Electronics,1655
2019-10-20,Hyderabad,Furniture,1653
2019-10-21,Bangalore,Groceries,1377
2019-10-22,Bangalore,Electronics,1039
2019-10-23,Bangalore,Clothing,1201
2019-10-27,Mumbai,Groceries,2106
2019-10-28,Chennai,Groceries,1824
2019-10-29,Mumbai,Furniture,1491
2019-10-30,Hyderabad,Clothing,1768
2019-10-31,Chennai,Electronics,1440
2019-11-01,Mumbai,Groceries,1783
2019-11-02,Hyderabad,Furniture,1882
2019-11-03,Hyderabad,Groceries,1624
2019-11-05,Mumbai,Groceries,2117
2019-11-06,Hyderabad,Clothing,1934
2019-11-07,Bangalore,Electronics,1073
2019-11-08,Hyderabad,Groceries,1549
2019-11-10,Hyderabad,Furniture,1563
2019-11-11,Mumbai,Clothing,2008
2019-11-12,Mumbai,Electronics,1755
2019-11-13,Chennai,Groceries,1333
2019-11-14,Mumbai,Electronics,1635
2019-11-15,Chennai,Electronics,1912
2019-11-16,Bangalore,Furniture,1684
2019-11-19,Chennai,Electronics,2235
2019-11-20,Hyderabad,Electronics,1888
2019-11-22,Bangalore,Electronics,1576
2019-11-24,Chennai,Clothing,1741
2019-11-25,Delhi,Clothing,1785
2019-11-26,Mumbai,Furniture,1882
2019-11-27,Chennai,Electronics,1474
2019-11-28,Chennai,Clothing,1944
2019-11-29,Mumbai,Groceries,1261
2019-12-01,Delhi,Clothing,2640
2019-12-03,Delhi,Clothing,2218
2019-12-04,Hyderabad,Groceries,2509
2019-12-06,Mumbai,Groceries,2337
2019-12-07,Chennai,Electronics,2194
2019-12-09,Delhi,Electronics,1645
2019-12-10,Delhi,Groceries,2435
2019-12-11,Chennai,Furniture,1778
2019-12-13,Hyderabad,Electronics,1989
2019-12-14,Mumbai,Electronics,2231
2019-12-15,Chennai,Groceries,2014
2019-12-17,Hyderabad,Furniture,1063
2019-12-18,Delhi,Groceries,2062
2019-12-19,Bangalore,Furniture,1920
2019-12-20,Hyderabad,Groceries,2119
2019-12-21,Bangalore,Electronics,1924
2019-12-23,Chennai,Clothing,2069
2019-12-24,Delhi,Clothing,1865
2019-12-26,Delhi,Clothing,1871
2019-12-28,Bangalore,Furniture,1634
2019-12-30,Bangalore,Clothing,1856
2019-12-31,Chennai,Groceries,1663
2020-01-01,Hyderabad,Electronics,2842
2020-01-02,Chennai,Clothing,1924
2020-01-03,Bangalore,Electronics,2252
2020-01-04,Mumbai,Electronics,2009
2020-01-05,Chennai,Groceries,2339
2020-01-06,Delhi,Furniture,1867
2020-01-07,Mumbai,Clothing,2502
2020-01-08,Chennai,Groceries,2860
2020-01-09,Delhi,Furniture,1998
2020-01-10,Mumbai,Electronics,2615
2020-01-11,Chennai,Clothing,2135
2020-01-12,Hyderabad,Electronics,2701
2020-01-13,Delhi,Electronics,2906
2020-01-14,Hyderabad,Clothing,2179
2020-01-15,Bangalore,Furniture,1793
2020-01-17,Chennai,Clothing,2317
2020-01-19,Chennai,Groceries,2148
2020-01-20,Bangalore,Groceries,1984
2020-01-21,Chennai,Electronics,2598
2020-01-22,Mumbai,Clothing,2345
2020-01-23,Hyderabad,Furniture,1816
2020-01-24,Bangalore,Electronics,2456
2020-01-25,Bangalore,Electronics,2395
2020-01-26,Hyderabad,Electronics,2152
2020-01-27,Hyderabad,Electronics,2735
2020-01-29,Hyderabad,Electronics,2199
2020-01-30,Delhi,Clothing,2480
2020-01-31,Hyderabad,Groceries,2273
2020-02-01,Mumbai,Furniture,2017
2020-02-02,Mumbai,Clothing,2488
2020-02-03,Delhi,Clothing,2308
2020-02-04,Hyderabad,Clothing,2690
2020-02-05,Mumbai,Groceries,2478
2020-02-06,Chennai,Groceries,2461
2020-02-08,Delhi,Clothing,2364
2020-02-09,Hyderabad,Groceries,2724
2020-02-10,Bangalore,Electronics,2200
2020-02-11,Bangalore,Groceries,2423
2020-02-12,Mumbai,Furniture,2152
2020-02-13,Bangalore,Clothing,2077
2020-02-14,Delhi,Clothing,2407
2020-02-15,Mumbai,Electronics,2485
2020-02-16,Delhi,Groceries,3031
2020-02-17,Delhi,Groceries,2296
2020-02-18,Bangalore,Furniture,2417
2020-02-19,Bangalore,Electronics,2057
2020-02-20,Delhi,Furniture,2616
2020-02-21,Bangalore,Furniture,2552
2020-02-22,Bangalore,Clothing,2879
2020-02-23,Bangalore,Clothing,2766
2020-02-24,Hyderabad,Groceries,2538
2020-02-26,Chennai,Furniture,2494
2020-02-27,Delhi,Groceries,2399
2020-02-29,Bangalore,Groceries,2680
2020-03-01,Bangalore,Groceries,2411
2020-03-02,Chennai,Clothing,2061
2020-03-03,Mumbai,Clothing,2900
2020-03-04,Hyderabad,Clothing,2674
2020-03-06,Hyderabad,Electronics,2662
2020-03-08,Chennai,Electronics,2895
2020-03-09,Mumbai,Clothing,1921
2020-03-11,Hyderabad,Furniture,2979
2020-03-12,Hyderabad,Groceries,2668
2020-03-13,Mumbai,Groceries,3031
2020-03-15,Bangalore,Clothing,2821
2020-03-16,Chennai,Furniture,2803
2020-03-17,Bangalore,Furniture,1995
2020-03-19,Delhi,Electronics,2468
2020-03-20,Mumbai,Electronics,2014
2020-03-22,Delhi,Furniture,2761
2020-03-23,Delhi,Electronics,2382
2020-03-24,Bangalore,Electronics,2572
2020-03-25,Bangalore,Furniture,2574
2020-03-26,Delhi,Furniture,2496
2020-03-27,Mumbai,Groceries,2288
2020-03-28,Bangalore,Furniture,2697
2020-03-29,Delhi,Clothing,2023
2020-03-30,Hyderabad,Furniture,2502
2020-03-31,Bangalore,Furniture,2915
2020-04-01,Delhi,Electronics,2298
2020-04-02,Chennai,Groceries,2214
2020-04-04,Chennai,Groceries,2482
2020-04-05,Bangalore,Electronics,2656
2020-04-06,Bangalore,Clothing,2444
2020-04-08,Mumbai,Electronics,2786
2020-04-09,Delhi,Clothing,3054
2020-04-10,Mumbai,Clothing,2818
2020-04-11,Mumbai,Furniture,1371
2020-04-12,Delhi,Electronics,2568
2020-04-13,Hyderabad,Clothing,2292
2020-04-16,Mumbai,Groceries,2388
2020-04-17,Hyderabad,Clothing,2585
2020-04-18,Bangalore,Clothing,2449
2020-04-19,Chennai,Electronics,2096
2020-04-20,Chennai,Furniture,2260
2020-04-21,Hyderabad,Electronics,2211
2020-04-22,Mumbai,Groceries,1918
2020-04-23,Chennai,Furniture,2021
2020-04-24,Hyderabad,Electronics,2369
2020-04-25,Delhi,Clothing,2860
2020-04-26,Chennai,Clothing,2272
2020-04-27,Delhi,Furniture,2205
2020-04-28,Mumbai,Clothing,2078
2020-04-29,Chennai,Electronics,2442
2020-04-30,Hyderabad,Furniture,2786
2020-05-01,Bangalore,Clothing,2850
2020-05-02,Chennai,Clothing,2335
2020-05-03,Chennai,Groceries,2291
2020-05-04,Chennai,Groceries,2086
2020-05-05,Chennai,Furniture,2137
2020-05-06,Hyderabad,Groceries,2438
2020-05-07,Hyderabad,Electronics,2155
2020-05-08,Bangalore,Clothing,2201
2020-05-10,Hyderabad,Clothing,2072
2020-05-11,Mumbai,Furniture,2227
2020-05-12,Mumbai,Furniture,1644
2020-05-14,Bangalore,Clothing,2955
2020-05-15,Mumbai,Clothing,2084
2020-05-16,Bangalore,Clothing,2362
2020-05-17,Bangalore,Clothing,2505
2020-05-18,Chennai,Clothing,2634
2020-05-19,Bangalore,Electronics,2170
2020-05-20,Chennai,Clothing,1709
2020-05-21,Delhi,Electronics,2330
2020-05-22,Delhi,Clothing,2288
2020-05-24,Chennai,Furniture,2209
2020-05-25,Chennai,Electronics,2293
2020-05-26,Delhi,Clothing,2358
2020-05-27,Chennai,Furniture,2345
2020-05-29,Hyderabad,Clothing,2365
2020-05-30,Chennai,Clothing,2164
2020-05-31,Chennai,Furniture,2442
2020-06-01,Mumbai,Clothing,1811
2020-06-02,Mumbai,Groceries,2021
2020-06-03,Bangalore,Clothing,1512
2020-06-06,Delhi,Electronics,1689
2020-06-07,Hyderabad,Groceries,1903
2020-06-08,Delhi,Furniture,1278
2020-06-10,Mumbai,Clothing,1668
2020-06-11,Chennai,Furniture,2030
2020-06-12,Chennai,Electronics,2100
2020-06-13,Mumbai,Furniture,1983
2020-06-14,Chennai,Electronics,1885
2020-06-15,Bangalore,Groceries,1886
2020-06-16,Mumbai,Electronics,2214
2020-06-17,Chennai,Clothing,2063
2020-06-18,Bangalore,Clothing,1899
2020-06-19,Bangalore,Clothing,2387
2020-06-20,Hyderabad,Furniture,2584
2020-06-22,Delhi,Clothing,2156
2020-06-23,Mumbai,Furniture,2926
2020-06-24,Mumbai,Groceries,2084
2020-06-25,Mumbai,Clothing,2034
2020-06-26,Chennai,Clothing,1983
2020-06-27,Chennai,Furniture,2147
2020-06-28,Delhi,Groceries,2226
2020-06-30,Chennai,Groceries,1992
2020-07-01,Bangalore,Furniture,1069
2020-07-02,Bangalore,Electronics,1687
2020-07-03,Chennai,Electronics,1479
2020-07-04,Chennai,Clothing,1851
2020-07-05,Delhi,Clothing,1253
2020-07-06,Hyderabad,Clothing,1596
2020-07-07,Mumbai,Electronics,2039
2020-07-08,Chennai,Furniture,1547
2020-07-09,Chennai,Clothing,1178
2020-07-10,Bangalore,Furniture,1827
2020-07-11,Hyderabad,Clothing,1574
2020-07-12,Chennai,Furniture,1694
2020-07-13,Hyderabad,Furniture,1531
2020-07-14,Mumbai,Electronics,2342
2020-07-15,Bangalore,Furniture,1282
2020-07-16,Delhi,Groceries,2600
2020-07-17,Mumbai,Electronics,1632
2020-07-18,Hyderabad,Clothing,1805
2020-07-19,Hyderabad,Electronics,1577
2020-07-21,Hyderabad,Groceries,1514
2020-07-22,Delhi,Furniture,1930
2020-07-23,Delhi,Groceries,1326
2020-07-24,Hyderabad,Groceries,1859
2020-07-25,Hyderabad,Groceries,1094
2020-07-26,Delhi,Groceries,1832
2020-07-27,Hyderabad,Clothing,2004
2020-07-28,Chennai,Clothing,1367
2020-07-29,Bangalore,Electronics,1953
2020-07-30,Chennai,Furniture,1765
2020-08-01,Hyderabad,Groceries,1310
2020-08-02,Bangalore,Furniture,2411
2020-08-04,Bangalore,Electronics,1468
2020-08-05,Delhi,Groceries,1057
2020-08-06,Bangalore,Furniture,2122
2020-08-07,Bangalore,Clothing,1488
2020-08-08,Chennai,Furniture,1515
2020-08-10,Delhi,Electronics,1565
2020-08-12,Bangalore,Electronics,1189
2020-08-13,Mumbai,Groceries,1617
2020-08-14,Hyderabad,Groceries,1680
2020-08-15,Bangalore,Furniture,1775
2020-08-16,Mumbai,Clothing,2140
2020-08-17,Chennai,Electronics,914
2020-08-19,Chennai,Electronics,1924
2020-08-20,Delhi,Furniture,1529
2020-08-21,Hyderabad,Furniture,865
2020-08-22,Mumbai,Furniture,1179
2020-08-25,Mumbai,Groceries,1768
2020-08-26,Bangalore,Electronics,1332
2020-08-28,Bangalore,Clothing,1283
2020-08-29,Bangalore,Electronics,1644
2020-08-31,Delhi,Furniture,1320
2020-09-02,Chennai,Clothing,988
2020-09-03,Chennai,Clothing,1457
2020-09-04,Delhi,Groceries,1247
2020-09-06,Bangalore,Electronics,1679
2020-09-07,Hyderabad,Furniture,1305
2020-09-08,Chennai,Furniture,1416
2020-09-09,Chennai,Furniture,2058
2020-09-10,Bangalore,Furniture,1216
2020-09-11,Chennai,Furniture,970
2020-09-12,Bangalore,Furniture,1587
2020-09-14,Bangalore,Clothing,1699
2020-09-15,Mumbai,Furniture,1701
2020-09-17,Mumbai,Furniture,984
2020-09-18,Mumbai,Groceries,1139
2020-09-20,Hyderabad,Electronics,1168
2020-09-21,Hyderabad,Clothing,1063
2020-09-22,Bangalore,Groceries,2059
2020-09-23,Chennai,Groceries,1014
2020-09-24,Mumbai,Clothing,1394
2020-09-25,Hyderabad,Groceries,1482
2020-09-26,Hyderabad,Furniture,1892
2020-09-27,Mumbai,Clothing,939
2020-09-28,Delhi,Groceries,1624
2020-09-29,Delhi,Clothing,1232
2020-09-30,Hyderabad,Furniture,1688
2020-10-01,Delhi,Groceries,1294
2020-10-03,Hyderabad,Groceries,1296
2020-10-04,Mumbai,Groceries,828
2020-10-05,Delhi,Furniture,1330
2020-10-06,Mumbai,Electronics,1488
2020-10-07,Delhi,Electronics,1891
2020-10-08,Delhi,Electronics,1189
2020-10-09,Mumbai,Furniture,1195
2020-10-11,Bangalore,Furniture,1154
2020-10-12,Mumbai,Furniture,1513
2020-10-13,Bangalore,Furniture,1519
2020-10-14,Mumbai,Electronics,1632
2020-10-15,Delhi,Clothing,1342
2020-10-16,Delhi,Furniture,1288
2020-10-17,Hyderabad,Clothing,1667
2020-10-18,Hyderabad,Groceries,1298
2020-10-19,Bangalore,Groceries,1158
2020-10-20,Delhi,Furniture,1935
2020-10-21,Hyderabad,Groceries,1713
2020-10-22,Delhi,Clothing,2097
2020-10-23,Mumbai,Groceries,1802
2020-10-24,Hyderabad,Groceries,1186
2020-10-25,Bangalore,Clothing,1595
2020-10-26,Hyderabad,Groceries,1262
2020-10-27,Delhi,Furniture,1071
2020-10-28,Chennai,Clothing,1432
2020-10-29,Chennai,Clothing,1861
2020-10-30,Delhi,Electronics,1649
2020-10-31,Mumbai,Electronics,1149
2020-11-01,Hyderabad,Clothing,1605
2020-11-02,Chennai,Clothing,1707
2020-11-03,Mumbai,Electronics,1243
2020-11-04,Delhi,Furniture,1963
2020-11-06,Delhi,Groceries,1332
2020-11-07,Hyderabad,Groceries,1315
2020-11-08,Mumbai,Clothing,2080
2020-11-10,Mumbai,Electronics,2107
2020-11-12,Delhi,Furniture,2056
2020-11-14,Delhi,Electronics,1000
2020-11-15,Bangalore,Furniture,1843
2020-11-17,Hyderabad,Clothing,1739
2020-11-18,Bangalore,Groceries,1153
2020-11-19,Bangalore,Electronics,1547
2020-11-20,Chennai,Clothing,1694
2020-11-21,Chennai,Clothing,1420
2020-11-22,Chennai,Clothing,980
2020-11-23,Chennai,Furniture,1720
2020-11-24,Delhi,Furniture,1514
2020-11-25,Hyderabad,Groceries,2281
2020-11-26,Hyderabad,Groceries,1780
2020-11-27,Bangalore,Clothing,1890
2020-11-28,Hyderabad,Groceries,1714
2020-11-29,Bangalore,Furniture,1778
2020-12-01,Mumbai,Electronics,1687
2020-12-02,Mumbai,Furniture,2326
2020-12-03,Hyderabad,Clothing,2062
2020-12-04,Delhi,Clothing,1880
2020-12-05,Bangalore,Groceries,2145
2020-12-06,Hyderabad,Furniture,2151
2020-12-07,Bangalore,Clothing,2597
2020-12-08,Chennai,Clothing,2048
2020-12-10,Delhi,Furniture,1965
2020-12-11,Chennai,Clothing,2182
2020-12-12,Hyderabad,Groceries,2298
2020-12-13,Mumbai,Groceries,1515
2020-12-14,Hyderabad,Groceries,2076
2020-12-15,Mumbai,Electronics,1730
2020-12-16,Mumbai,Furniture,1830
2020-12-17,Hyderabad,Clothing,2253
2020-12-18,Hyderabad,Electronics,2223
2020-12-19,Mumbai,Groceries,1796
2020-12-20,Bangalore,Electronics,1952
2020-12-21,Chennai,Clothing,1839
2020-12-23,Hyderabad,Furniture,2083
2020-12-24,Chennai,Groceries,1748
2020-12-25,Chennai,Groceries,2396
2020-12-26,Bangalore,Electronics,2407
2020-12-27,Chennai,Groceries,2537
2020-12-28,Hyderabad,Electronics,2626
2020-12-29,Chennai,Clothing,2212
2020-12-30,Hyderabad,Clothing,1895
2021-01-01,Mumbai,Clothing,2162
2021-01-02,Bangalore,Clothing,2128
2021-01-03,Delhi,Electronics,2621
2021-01-04,Mumbai,Clothing,2250
2021-01-05,Delhi,Electronics,2541
2021-01-10,Delhi,Groceries,2121
2021-01-11,Hyderabad,Electronics,2290
2021-01-12,Delhi,Electronics,2055
2021-01-13,Bangalore,Clothing,2460
2021-01-15,Mumbai,Electronics,2327
2021-01-17,Mumbai,Groceries,2770
2021-01-18,Chennai,Furniture,1957
2021-01-19,Hyderabad,Clothing,2912
2021-01-20,Chennai,Groceries,2071
2021-01-21,Chennai,Groceries,1847
2021-01-22,Mumbai,Furniture,2184
2021-01-24,Mumbai,Furniture,2518
2021-01-25,Hyderabad,Electronics,2430
2021-01-26,Bangalore,Furniture,2488
2021-01-27,Mumbai,Groceries,2019
2021-01-28,Delhi,Groceries,2347
2021-01-29,Bangalore,Clothing,2250
2021-01-30,Hyderabad,Clothing,2792
2021-01-31,Bangalore,Clothing,2217
2021-02-01,Mumbai,Clothing,2319
2021-02-03,Delhi,Clothing,2475
2021-02-04,Mumbai,Furniture,2520
2021-02-05,Mumbai,Electronics,2072
2021-02-06,Hyderabad,Groceries,2568
2021-02-07,Hyderabad,Clothing,2502
2021-02-08,Bangalore,Groceries,2737
2021-02-09,Delhi,Clothing,2796
2021-02-10,Bangalore,Groceries,2461
2021-02-11,Bangalore,Clothing,2122
2021-02-12,Mumbai,Electronics,2183
2021-02-14,Mumbai,Furniture,2482
2021-02-16,Bangalore,Groceries,2582
2021-02-18,Hyderabad,Furniture,2714
2021-02-19,Hyderabad,Electronics,2066
2021-02-20,Chennai,Groceries,2525
2021-02-21,Delhi,Electronics,2061
2021-02-22,Mumbai,Groceries,2347
2021-02-23,Delhi,Groceries,2625
2021-02-24,Bangalore,Electronics,2125
2021-02-25,Hyderabad,Groceries,2600
2021-02-26,Hyderabad,Groceries,1983
2021-02-27,Delhi,Electronics,2776
2021-02-28,Delhi,Clothing,2233
2021-03-01,Delhi,Electronics,2191
2021-03-02,Bangalore,Groceries,2069
2021-03-04,Mumbai,Clothing,1927
2021-03-06,Mumbai,Clothing,2829
2021-03-07,Chennai,Furniture,2443
2021-03-08,Bangalore,Clothing,2146
2021-03-09,Hyderabad,Electronics,2567
2021-03-10,Chennai,Clothing,2541
2021-03-11,Hyderabad,Clothing,3086
2021-03-12,Chennai,Clothing,2737
2021-03-13,Mumbai,Groceries,2591
2021-03-16,Hyderabad,Furniture,2477
2021-03-18,Delhi,Electronics,2009
2021-03-19,Delhi,Groceries,2790
2021-03-20,Bangalore,Clothing,2466
2021-03-21,Hyderabad,Groceries,2412
2021-03-22,Delhi,Groceries,2334
2021-03-23,Bangalore,Clothing,2546
2021-03-24,Bangalore,Furniture,2486
2021-03-25,Hyderabad,Clothing,2375
2021-03-26,Delhi,Electronics,2289
2021-03-29,Mumbai,Groceries,2346
2021-03-30,Delhi,Groceries,2545
2021-03-31,Chennai,Clothing,3088
2021-04-01,Mumbai,Electronics,2248
2021-04-02,Mumbai,Furniture,2125
2021-04-03,Mumbai,Groceries,2218
2021-04-04,Mumbai,Clothing,2479
2021-04-05,Bangalore,Electronics,2609
2021-04-06,Chennai,Electronics,2651
2021-04-07,Hyderabad,Groceries,2681
2021-04-08,Delhi,Groceries,2723
2021-04-09,Mumbai,Furniture,2349
2021-04-10,Hyderabad,Electronics,3048
2021-04-11,Bangalore,Furniture,2326
2021-04-12,Hyderabad,Electronics,2465
2021-04-14,Chennai,Clothing,2602
2021-04-15,Hyderabad,Groceries,1760
2021-04-16,Mumbai,Electronics,2434
2021-04-17,Mumbai,Furniture,2691
2021-04-18,Delhi,Groceries,2029
2021-04-21,Delhi,Groceries,2788
2021-04-22,Chennai,Electronics,2225
2021-04-23,Bangalore,Clothing,2731
2021-04-25,Delhi,Groceries,2962
2021-04-26,Bangalore,Electronics,3268
2021-04-27,Hyderabad,Electronics,2894
2021-04-28,Hyderabad,Groceries,2577
2021-04-29,Hyderabad,Groceries,3129
2021-05-01,Hyderabad,Electronics,1977
2021-05-02,Chennai,Electronics,2238
2021-05-03,Mumbai,Furniture,2478
2021-05-04,Delhi,Electronics,2497
2021-05-05,Chennai,Furniture,1912
2021-05-07,Mumbai,Furniture,2147
2021-05-08,Delhi,Electronics,2410
2021-05-09,Chennai,Clothing,2448
2021-05-10,Delhi,Furniture,2292
2021-05-11,Bangalore,Furniture,1999
2021-05-12,Hyderabad,Groceries,2771
2021-05-14,Chennai,Groceries,2640
2021-05-17,Mumbai,Groceries,2116
2021-05-18,Delhi,Electronics,2207
2021-05-19,Hyderabad,Furniture,2266
2021-05-21,Hyderabad,Clothing,2317
2021-05-22,Chennai,Groceries,2723
2021-05-23,Delhi,Groceries,1860
2021-05-24,Delhi,Clothing,2052
2021-05-26,Bangalore,Groceries,2221
2021-05-27,Hyderabad,Electronics,2209
2021-05-28,Hyderabad,Clothing,2481
2021-05-29,Delhi,Electronics,2260
2021-05-30,Bangalore,Clothing,2340
2021-05-31,Delhi,Electronics,2369
2021-06-02,Chennai,Clothing,2210
2021-06-03,Bangalore,Furniture,1963
2021-06-04,Bangalore,Groceries,2493
2021-06-05,Delhi,Clothing,2762
2021-06-06,Chennai,Furniture,2211
2021-06-07,Hyderabad,Electronics,2068
2021-06-08,Mumbai,Furniture,2187
2021-06-09,Hyderabad,Clothing,1669
2021-06-11,Chennai,Electronics,1780
2021-06-12,Bangalore,Electronics,2152
2021-06-13,Hyderabad,Electronics,1782
2021-06-14,Bangalore,Groceries,1896
2021-06-15,Chennai,Clothing,1438
2021-06-16,Chennai,Electronics,1648
2021-06-17,Delhi,Groceries,2106
2021-06-18,Mumbai,Electronics,1739
2021-06-20,Chennai,Clothing,1713
2021-06-22,Chennai,Groceries,1771
2021-06-23,Hyderabad,Furniture,2115
2021-06-24,Delhi,Furniture,1539
2021-06-25,Delhi,Electronics,1864
2021-06-27,Chennai,Electronics,2264
2021-06-28,Mumbai,Electronics,2138
2021-06-29,Chennai,Clothing,1630
2021-06-30,Delhi,Groceries,1939
2021-07-01,Mumbai,Groceries,1518
2021-07-02,Bangalore,Groceries,2035
2021-07-03,Bangalore,Electronics,2131
2021-07-04,Chennai,Groceries,1317
2021-07-05,Chennai,Electronics,1998
2021-07-06,Mumbai,Clothing,1503
2021-07-07,Mumbai,Groceries,1674
2021-07-08,Chennai,Electronics,1759
2021-07-09,Delhi,Groceries,2294
2021-07-10,Bangalore,Groceries,1448
2021-07-11,Mumbai,Clothing,2000
2021-07-12,Delhi,Furniture,1398
2021-07-14,Hyderabad,Clothing,1758
2021-07-15,Mumbai,Groceries,1756
2021-07-17,Delhi,Groceries,2097
2021-07-18,Bangalore,Groceries,1108
2021-07-20,Bangalore,Furniture,2148
2021-07-22,Mumbai,Groceries,1641
2021-07-23,Mumbai,Clothing,1320
2021-07-24,Hyderabad,Clothing,2137
2021-07-25,Delhi,Electronics,2009
2021-07-26,Delhi,Furniture,1603
2021-07-27,Hyderabad,Groceries,1565
2021-07-28,Chennai,Furniture,1534
2021-07-29,Delhi,Clothing,1646
2021-07-30,Delhi,Furniture,1844
2021-07-31,Delhi,Furniture,1580
2021-08-01,Chennai,Groceries,1435
2021-08-02,Mumbai,Groceries,1759
2021-08-03,Hyderabad,Clothing,1122
2021-08-04,Chennai,Groceries,1454
2021-08-05,Bangalore,Clothing,1064
2021-08-06,Bangalore,Clothing,1599
2021-08-07,Chennai,Electronics,985
2021-08-08,Chennai,Electronics,1833
2021-08-09,Mumbai,Electronics,1172
2021-08-10,Bangalore,Furniture,1035
2021-08-11,Hyderabad,Electronics,1457
2021-08-12,Delhi,Groceries,2080
2021-08-13,Delhi,Groceries,1780
2021-08-14,Mumbai,Electronics,990
2021-08-15,Mumbai,Furniture,1164
2021-08-16,Bangalore,Clothing,1448
2021-08-17,Hyderabad,Furniture,2238
2021-08-18,Hyderabad,Furniture,1285
2021-08-19,Chennai,Clothing,1287
2021-08-20,Mumbai,Clothing,2025
2021-08-21,Delhi,Clothing,1625
2021-08-22,Delhi,Groceries,1882
2021-08-23,Bangalore,Clothing,1348
2021-08-25,Hyderabad,Furniture,1961
2021-08-26,Hyderabad,Furniture,1523
2021-08-27,Mumbai,Electronics,1903
2021-08-28,Bangalore,Furniture,1683
